rec_num,lfsstat,prov,cma,age_12,sex,marstat,educ,mjh,cowmain,immig,naics_21,noc_10,noc_43,uhrsmain,ahrsmain,utothrs,atothrs,hrsaway,paidot,unpaidot,xtrahrs,tenure,hrlyearn,union,permtemp,estsize,firmsize,efamtype
553,1,48,8,5,1,1,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,97,45,1,1,3,3,3
554,1,35,4,5,1,1,2,1,2,3,15,8,35,40,40,40,40,0,0,0,0,9,26.92,3,1,2,4,2
555,1,35,0,4,2,6,4,1,2,3,17,4,17,37.5,15,37.5,15,22.5,0,0,0,45,21.75,1,1,2,2,18
558,1,24,1,4,1,2,2,1,2,3,7,1,3,40,40,40,40,0,0,0,0,26,43.27,3,1,2,2,2
559,1,35,0,4,1,6,4,1,2,3,7,3,12,40,60,40,60,0,20,0,20,141,34,3,1,4,4,18
560,1,12,0,5,1,1,5,2,2,3,17,5,24,37.5,32,53.5,40,8,0,0,0,10,26.67,3,1,2,2,18
561,1,10,0,8,1,5,4,1,2,3,19,7,32,42,42,42,42,0,0,0,0,151,35,3,1,2,2,1
563,1,10,0,3,1,1,5,1,1,3,5,3,12,40,40,40,40,0,0,0,0,57,40,3,1,3,4,3
564,1,35,0,8,1,6,3,1,2,2,8,10,42,42,48,42,48,0,0,0,0,103,20.95,3,1,3,3,18
566,1,35,5,5,2,6,5,2,2,3,18,2,6,30,30,38,38,0,0,0,0,103,30,3,1,1,1,1
568,1,46,6,8,2,1,5,1,2,2,8,8,35,40,40,40,40,0,0,0,0,112,26.92,3,1,3,4,4
571,1,35,4,10,2,1,5,1,1,2,17,4,16,40,40,40,40,0,0,0,0,104,55,1,1,4,4,2
574,1,24,0,7,1,2,4,1,2,3,12,2,7,35,40,35,40,0,5,0,5,184,41.21,3,1,4,4,4
577,1,35,0,11,1,1,6,1,1,2,16,5,20,40,60,40,60,0,0,20,20,240,93.75,1,1,4,4,2
580,1,35,0,4,1,2,4,1,2,3,6,8,36,60,60,60,60,0,20,0,20,44,33,1,1,3,3,6
581,1,47,0,10,2,1,4,1,1,3,16,3,11,37.5,37.5,37.5,37.5,0,0,0,0,240,49.74,1,1,4,4,10
585,1,48,7,7,2,1,4,1,2,2,14,2,8,35,35,35,35,0,0,0,0,97,48.35,3,1,4,4,3
590,1,24,0,4,1,2,5,1,2,3,10,3,11,37.5,37.5,37.5,37.5,0,0,0,0,50,53.1,3,1,3,4,3
592,1,24,1,6,1,6,5,1,1,3,21,3,13,35,35,35,35,0,0,0,0,123,49.45,1,1,4,4,1
595,1,47,0,3,2,6,6,1,1,3,21,5,21,40,40,40,40,0,0,0,0,32,28,1,1,3,3,18
597,1,35,0,3,1,6,2,1,2,3,6,8,36,40,40,40,40,0,0,0,0,82,48.61,1,1,1,4,18
598,1,47,0,5,2,6,3,1,1,2,17,2,8,40,40,40,40,0,0,0,0,7,25,1,1,4,4,1
600,1,48,0,10,2,5,5,1,2,3,17,5,21,37.5,37.5,37.5,37.5,0,0,0,0,33,51.61,3,1,2,3,1
601,1,48,7,5,1,1,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,212,60,3,1,1,1,6
602,1,24,0,4,2,1,5,1,1,2,21,1,2,37.5,30,37.5,30,7.5,0,0,0,125,60.51,1,1,4,4,2
612,1,13,0,9,1,2,4,1,2,3,11,7,33,40,40,40,40,0,0,0,0,88,31.25,1,1,2,4,2
617,1,13,0,8,2,2,6,1,1,3,16,1,2,35,35,35,35,0,0,0,0,240,52.2,1,1,4,4,2
620,1,59,0,3,2,6,3,1,2,3,19,7,34,35,35,35,35,0,0.5,0,0.5,12,25,3,1,2,2,1
631,1,35,4,4,2,6,4,2,2,2,15,2,9,35,35,57,57,0,0,0,0,16,24,3,3,4,4,18
633,1,35,0,9,2,1,4,1,2,3,10,7,34,30,24,30,24,0,0,0,0,35,16,3,1,2,4,8
634,1,35,4,9,2,5,2,1,1,2,17,5,21,40,40,40,40,0,0,0,0,50,34.62,1,1,2,2,18
636,1,59,9,5,2,1,4,2,2,2,12,7,32,37.5,37.5,53.5,50.5,3,3,0,3,59,23.08,3,1,1,4,3
637,1,10,0,5,2,2,6,1,2,3,20,1,2,40,40,40,40,0,0,0,0,51,31.25,3,1,2,2,3
638,1,35,4,5,1,6,4,1,2,3,11,8,36,50,50,50,50,0,0,0,0,35,20,3,1,2,2,1
640,1,35,0,4,2,6,2,1,2,3,7,10,42,40,32,40,32,8,0,0,0,21,23,1,1,2,2,18
645,1,48,7,10,2,1,1,1,2,3,10,7,34,32,32,32,32,0,0,0,0,240,16,3,1,3,4,2
646,1,13,0,7,2,1,5,1,1,3,16,5,20,30,45,30,45,0,0,15,15,240,52.56,1,1,2,4,3
647,1,35,0,9,1,1,2,1,2,3,18,8,35,40,40,40,40,0,0,0,0,240,47,1,1,1,4,2
654,1,10,0,8,1,1,5,1,2,2,18,3,11,37.5,37.5,37.5,37.5,0,0,0,0,240,66.67,3,1,3,4,2
656,1,46,0,4,2,6,4,1,2,3,10,2,9,40,34,40,34,6.5,0.5,0,0.5,17,26,3,1,1,1,15
666,1,10,0,6,1,1,4,1,2,3,9,8,35,40,40,40,40,0,0,0,0,93,45.97,3,1,3,4,6
670,1,48,7,4,1,1,4,1,2,3,6,8,35,45,45,45,45,0,0,0,0,80,39,3,1,3,4,3
671,1,46,6,6,2,1,5,1,1,1,17,2,8,40,40,40,40,0,0,0,0,146,25,1,1,3,4,3
672,1,35,0,11,1,1,4,1,2,3,20,8,35,40,40,40,40,0,0,0,0,228,30,3,1,1,2,2
677,1,35,3,3,1,6,2,1,2,3,6,8,36,42,43,42,43,0,0,0,0,69,30,3,1,2,2,18
682,1,10,0,8,1,1,2,1,2,3,6,8,35,40,40,40,40,0,0,0,0,12,17,3,1,1,1,3
684,1,48,7,3,1,6,3,1,2,3,10,7,33,40,44,40,44,0,4,0,4,1,20,3,3,1,4,4
686,1,48,0,9,2,1,6,1,1,2,21,5,21,40,40,40,40,0,0,0,0,109,39.23,1,1,1,4,2
689,1,48,0,2,2,6,4,1,2,3,12,7,33,34.5,34.5,34.5,34.5,0,0,0,0,29,19.5,3,1,1,4,1
694,1,35,0,10,2,1,0,1,2,2,12,2,9,40,40,40,40,0,0,0,0,240,28.85,3,1,1,1,2
699,1,24,2,5,2,6,6,1,1,3,21,2,5,37.5,37.5,37.5,37.5,0,0,0,0,28,52,1,1,4,4,18
701,1,24,0,9,2,1,4,1,2,3,14,2,8,37.5,30,37.5,30,7.5,0,0,0,19,40,3,1,3,4,2
702,1,11,0,2,1,2,4,1,2,3,6,8,35,40,49,40,49,0,0,0,0,16,25,3,2,3,4,1
705,1,47,0,2,2,6,2,1,2,2,18,5,24,30,30,30,30,0,0,0,0,6,15,3,1,1,2,1
707,1,24,0,5,1,1,4,1,2,3,6,8,35,30,24,30,24,16,0,0,0,115,37,1,1,3,4,6
709,1,12,0,9,2,3,4,1,1,3,21,5,25,40,32,40,32,8,0,0,0,35,34,1,1,3,4,18
713,1,35,0,4,2,1,6,1,2,3,14,5,19,40,45,40,45,0,0,5,5,82,115.38,3,1,2,2,2
715,1,24,2,12,1,2,5,1,1,3,21,5,19,40,40,40,40,0,0,0,0,182,30,3,1,4,4,5
716,1,59,9,2,1,6,4,1,2,3,10,7,34,48,48,48,48,0,0,0,0,30,18,3,1,1,1,1
724,1,48,7,7,1,1,5,1,2,2,11,2,5,40,39,40,39,4,0,3,3,116,71.4,3,1,4,4,6
727,1,46,6,2,1,6,3,1,1,1,5,3,11,40,24,40,24,16,0,0,0,11,23,3,3,2,3,1
730,1,35,5,6,2,1,4,1,1,3,21,1,2,35,35,35,35,0,0,0,0,65,69,3,1,4,4,2
731,1,10,0,3,2,1,4,2,1,3,17,2,8,45,45,90,90,0,0,0,0,70,24,1,1,4,4,2
732,1,59,0,8,2,1,5,1,2,3,12,7,32,30,22.5,30,22.5,7.5,0,0,0,43,27,3,1,1,1,2
733,1,35,0,6,1,6,5,1,2,3,14,3,11,40,40,40,40,0,0,0,0,159,50,3,1,3,3,11
735,1,24,0,4,2,2,4,1,2,3,11,8,36,55,50,55,50,14,0,0,0,70,25,3,1,2,2,2
746,1,13,0,10,2,1,2,1,2,3,8,2,9,40,45,40,45,0,0,5,5,240,20.25,3,1,3,4,2
748,1,59,9,5,1,1,2,1,2,2,11,8,38,45,40,45,40,10,10,0,10,47,24,3,1,1,1,2
750,1,46,6,7,2,1,6,1,2,2,17,4,18,32,32,32,32,0,0,0,0,11,22,3,1,1,1,3
758,1,59,9,6,2,1,5,1,1,2,17,4,16,37.5,37.5,37.5,37.5,0,0,0,0,175,61.62,1,1,4,4,3
759,1,59,0,3,1,6,4,1,2,3,6,8,35,77,44,77,44,0,4,0,4,37,76,1,1,2,3,1
761,1,24,2,8,1,1,2,1,2,3,11,8,36,50,50,50,50,0,0,0,0,31,21.54,3,1,2,2,18
764,1,46,0,8,1,1,3,1,2,2,8,10,42,40,56,40,56,0,16,0,16,219,23.2,1,1,4,4,3
765,1,10,0,7,1,1,5,1,2,3,8,10,41,60,60,60,60,0,0,0,0,240,30.45,3,1,2,2,4
769,1,35,0,2,1,6,4,1,2,3,14,3,11,35,35,35,35,0,0,0,0,10,54.95,3,1,1,4,7
773,1,48,0,4,2,4,4,1,2,3,4,2,8,40,40,40,40,0,0,0,0,36,29.81,3,1,2,4,18
774,1,35,3,7,2,1,4,1,1,3,21,2,7,37.5,45.5,37.5,45.5,0,0,8,8,240,58,1,1,4,4,2
783,1,35,0,7,1,1,4,1,2,3,7,10,42,42,60,42,60,0,12,0,12,114,32,1,1,2,4,3
786,1,24,0,3,2,6,4,1,1,3,17,4,17,35,35,35,35,0,0,0,0,10,25,1,1,3,4,18
788,1,35,0,9,1,6,4,1,2,3,11,8,38,40,40,40,40,0,0,0,0,58,21,3,1,3,4,1
792,1,35,4,8,2,2,6,1,2,3,14,3,11,37.5,22.5,37.5,22.5,15,0,0,0,188,41.03,3,1,2,2,3
793,1,48,7,8,1,2,5,1,2,3,14,1,2,40,40,40,40,0,0,0,0,141,57.69,3,1,2,2,2
799,1,48,8,5,2,1,6,1,2,3,8,3,12,40,40,40,40,0,0,0,0,156,120.19,3,1,4,4,2
803,1,48,0,5,1,1,4,1,2,3,19,7,32,40,40,40,40,0,0,0,0,109,20,3,1,1,1,3
804,1,35,0,10,1,1,6,1,1,2,16,5,20,40,40,40,40,0,0,0,0,217,105.77,1,1,3,3,3
807,1,24,0,7,1,6,4,1,2,3,14,3,11,40,40,40,40,0,0,0,0,53,144.23,3,1,3,4,14
809,1,24,0,10,2,1,1,1,2,3,19,2,8,40,40,40,40,0,0,0,0,118,23,3,1,2,2,2
810,1,48,8,6,2,1,5,1,1,2,16,5,20,40,40,40,40,0,0,0,0,6,34.62,1,3,2,2,3
812,1,47,0,9,2,1,1,1,2,3,19,7,33,40,40,40,40,0,0,0,0,240,17,3,1,1,1,2
814,1,35,0,9,1,1,5,1,1,2,17,3,13,35,14,35,14,21,0,0,0,71,30,3,1,4,4,3
821,1,35,0,3,1,6,6,1,1,3,17,4,14,45,60,45,60,0,15,0,15,33,29.91,1,3,4,4,1
822,1,13,0,3,2,2,4,1,2,3,9,2,6,40,40,40,40,0,0,0,0,3,28.37,3,1,4,4,2
824,1,24,1,6,1,1,4,1,2,3,12,1,2,35,35,35,35,0,0,0,0,186,51.1,2,1,3,4,2
828,1,24,0,2,2,6,4,1,2,3,6,8,36,40,40,40,40,0,0,0,0,18,20,3,1,1,1,18
830,1,48,0,9,1,1,4,1,2,3,6,8,35,80,84,80,84,0,4,0,4,17,48.29,3,1,2,4,4
833,1,24,0,11,1,6,4,1,2,3,15,8,38,45,45,45,45,0,0,0,0,6,20,3,2,2,4,1
834,1,24,2,11,1,2,4,1,2,3,7,7,34,43,43,43,43,0,3,0,3,151,23.26,3,1,3,4,5
836,1,46,6,5,2,1,6,1,2,1,7,10,42,40,32,40,32,8,0,0,0,34,17.82,3,1,2,4,3
838,1,35,0,6,2,1,4,1,2,3,14,2,7,35,35,35,35,0,0,0,0,12,23.08,3,1,1,1,3
842,1,12,0,7,1,2,2,1,2,3,6,8,35,40,40,40,40,0,0,0,0,36,24,3,1,1,1,2
846,1,35,4,7,2,6,4,1,1,2,17,4,18,40,40,40,40,0,0,0,0,129,25.5,1,1,4,4,1
856,1,24,1,3,2,6,6,1,2,3,17,4,15,35,35,35,35,0,0,0,0,3,32,2,1,3,3,8
857,1,59,9,2,1,6,1,1,1,3,5,8,35,40,40,40,40,0,0,0,0,35,32,1,1,1,3,7
858,1,35,4,6,2,1,4,1,2,1,18,7,33,40,40,40,40,0,0,0,0,27,20.72,3,1,3,3,3
861,1,59,0,6,1,1,3,1,2,1,1,9,40,80,99,80,99,0,40,0,40,53,38.48,3,1,2,3,3
863,1,35,0,7,1,2,4,1,2,3,6,3,13,40,32,40,32,8,0,0,0,240,59.13,3,1,3,3,3
864,1,35,3,4,1,6,6,1,2,1,14,3,11,37.5,37.5,37.5,37.5,0,0,0,0,19,87,3,3,3,3,1
867,1,24,0,6,2,2,5,1,1,3,17,5,21,35,35,35,35,0,0,0,0,139,42,1,1,3,4,3
871,1,35,0,6,2,4,4,1,1,3,17,4,17,37.5,41.5,37.5,41.5,0,4,0,4,214,48,1,1,4,4,1
872,1,59,9,7,1,1,5,1,2,1,14,3,11,40,40,40,40,0,0,0,0,80,105.77,3,1,4,4,3
874,1,12,0,8,2,1,4,2,1,3,17,4,16,35,36,43,44,0,0,0,0,171,44.2,1,1,4,4,4
876,1,24,1,6,2,1,5,1,2,1,6,7,32,40,40,40,40,0,0,0,0,93,43.27,3,1,3,4,3
877,1,35,0,2,1,6,2,1,2,3,10,7,33,36,36,36,36,0,0,0,0,20,17.5,3,1,1,4,13
879,1,48,0,9,2,1,2,1,1,3,21,2,7,37.5,37.5,37.5,37.5,0,0,0,0,240,38.46,1,1,1,4,8
883,1,47,0,10,1,1,4,1,2,3,11,8,35,40,30,40,30,24,0,0,0,32,40,3,1,1,2,5
885,1,12,0,4,2,2,4,1,2,3,17,4,16,40,32,40,32,8,0,0,0,23,20,1,1,2,4,2
887,1,35,0,8,2,5,4,1,2,3,10,2,9,37.5,30,37.5,30,7.5,0,0,0,34,17.75,3,1,2,4,15
891,1,59,0,9,2,1,6,2,1,3,16,5,21,35,28,43,36,7,0,0,0,163,29,1,1,2,4,2
892,1,35,3,10,1,1,6,1,2,3,9,3,12,40,50,40,50,0,0,10,10,144,91.83,3,1,4,4,5
893,1,47,0,3,1,1,6,1,2,3,14,5,19,40,40,40,40,0,0,0,0,59,40.87,3,1,2,2,3
897,1,10,0,6,2,2,6,1,1,3,17,5,21,70,35,70,35,0,0,0,0,61,52.88,3,1,1,3,3
900,1,24,0,7,1,2,0,1,2,3,4,8,35,40,43.5,40,43.5,0,3.5,0,3.5,84,30,3,1,1,1,3
901,1,35,0,8,2,1,5,1,2,3,12,7,32,37.5,30,37.5,30,7.5,0,0,0,240,35.9,1,1,1,2,4
903,1,24,0,9,1,1,2,1,2,3,12,2,5,37.5,37.5,37.5,37.5,0,0,0,0,180,55.38,1,1,4,4,1
906,1,35,4,3,1,6,5,1,2,3,14,7,31,40,40,40,40,0,0,0,0,49,36.54,3,1,2,2,2
910,1,13,0,4,2,1,4,1,2,3,4,1,4,40,40,40,40,0,0,0,0,18,45.67,3,1,2,4,3
912,1,24,2,6,2,1,5,1,2,3,14,3,13,35,35,35,35,0,0,0,0,3,35.71,3,1,3,3,3
917,1,46,0,6,2,5,4,1,1,3,13,2,8,37.5,56.5,37.5,56.5,0,19,0,19,5,32,3,1,2,2,14
918,1,47,0,8,1,1,2,1,2,3,6,7,32,40,40,40,40,0,40,0,40,141,43.75,3,1,2,2,2
919,1,35,0,8,1,5,4,1,2,3,7,3,12,40,40,40,40,0,0,0,0,160,52,3,1,4,4,14
921,1,35,3,5,1,2,5,1,1,3,21,2,6,37.5,37.5,37.5,37.5,0,0,0,0,112,49.54,3,1,4,4,2
922,1,35,4,8,1,1,2,1,2,2,11,8,38,50,50,50,50,0,0,0,0,3,20,3,4,4,4,6
924,1,35,0,8,2,2,2,1,1,3,21,2,9,36.2,36.2,36.2,36.2,0,0,0,0,240,37,1,1,4,4,2
927,1,46,6,4,1,1,2,1,2,3,18,3,12,37.5,37.5,37.5,37.5,0,0,0,0,8,31.78,3,1,2,2,3
928,1,24,2,6,2,2,5,1,2,3,17,1,2,32,38,32,38,0,0,6,6,6,45.07,3,1,2,2,3
931,1,35,0,4,1,1,6,1,2,3,18,8,35,40,40,40,40,0,0,0,0,21,15,3,3,1,1,2
933,1,11,0,3,1,6,4,2,2,3,17,5,21,37.5,30,49.5,42,7.5,0,0,0,7,24,3,1,1,1,1
934,1,35,4,9,2,1,4,1,2,3,17,4,17,37.5,37.5,37.5,37.5,0,0,0,0,239,30,1,1,3,3,18
935,1,11,0,3,1,6,4,1,2,3,19,7,34,33,35,33,35,0,0,0,0,10,16,3,1,3,4,1
936,1,24,2,9,2,6,2,1,2,3,15,7,31,40,39,40,39,1,0,0,0,31,22,3,1,1,3,18
940,1,35,0,4,2,6,5,2,2,3,14,3,10,40,40,50,50,0,0,0,0,108,24.42,3,1,3,4,1
943,1,24,2,10,1,4,5,1,2,2,10,2,7,40,41,40,41,0,1,0,1,240,24,1,1,2,3,18
945,1,24,0,9,2,1,4,1,2,3,9,7,33,40,40,40,40,0,0,0,0,121,28.5,3,1,2,2,8
951,1,59,0,7,2,1,6,1,2,3,14,2,8,37.5,37.5,37.5,37.5,0,0,0,0,12,21,3,1,2,2,3
952,1,13,0,8,2,1,2,1,2,3,17,7,34,37.5,37.5,37.5,37.5,0,0,0,0,240,23,1,1,3,3,2
955,1,35,4,4,2,1,5,1,2,2,17,5,24,40,40,40,40,0,0,0,0,43,20,3,1,2,2,3
959,1,46,6,6,1,1,2,1,1,3,21,5,23,40,56,40,56,0,16,0,16,158,55,1,1,4,4,3
964,1,59,0,5,1,1,4,1,2,3,18,6,27,36.2,36.2,36.2,36.2,0,0,0,0,20,38.25,3,1,3,3,2
966,1,47,0,2,2,6,2,1,2,3,6,3,12,40,24,40,24,16,0,0,0,3,22,3,3,2,4,7
969,1,13,0,2,2,6,4,1,2,3,12,7,33,37.5,37.5,37.5,37.5,0,0,0,0,6,21.03,3,1,4,4,1
970,1,35,0,10,1,6,4,1,2,3,11,8,36,40,40,40,40,0,0,0,0,75,21.5,3,1,2,2,1
971,1,59,0,4,1,1,4,1,2,3,8,10,41,36,24,36,24,12,0,0,0,35,49.99,1,1,2,4,3
977,1,35,5,8,1,1,6,1,2,3,15,1,2,38,38,38,38,0,0,0,0,15,55.67,3,1,3,3,3
979,1,35,0,10,1,3,3,1,2,3,15,3,13,37.5,34.5,37.5,34.5,3,0,0,0,61,25.75,3,1,2,4,18
980,1,46,0,4,1,6,6,1,2,3,8,10,42,40,40,40,40,0,0,0,0,17,21.5,1,1,4,4,1
981,1,35,4,3,2,6,4,1,2,3,17,2,8,40,40,40,40,0,0,0,0,30,24.52,3,1,2,2,11
983,1,48,8,3,2,6,4,1,2,3,19,7,31,50,58,50,58,0,0,8,8,45,17,3,1,1,1,1
984,1,48,0,6,2,4,4,1,2,3,12,7,32,35,35,35,35,0,0,0,0,19,21.87,3,1,1,1,1
987,1,35,0,10,1,1,4,1,2,2,11,3,13,40,45,40,45,0,0,5,5,10,51.44,3,1,1,1,5
992,1,12,0,3,2,6,4,1,2,3,17,3,11,40,40,40,40,0,0,0,0,21,39.42,3,1,1,1,1
999,1,12,0,8,2,6,5,1,1,3,21,1,2,37.5,8,37.5,8,37.5,8,0,8,240,47.18,1,1,2,4,1
1002,1,47,0,5,1,6,5,1,2,3,9,1,3,40,40,40,40,0,0,0,0,112,43.75,3,1,1,4,1
1006,1,13,0,4,2,6,4,1,2,3,8,10,42,40,39.5,40,39.5,0,0,0,0,60,24.07,3,1,3,4,14
1008,1,59,9,8,2,1,4,1,2,2,17,4,18,37.5,37.5,37.5,37.5,0,0,0,0,98,28,3,1,2,2,8
1009,1,24,2,6,1,1,4,1,2,3,7,3,13,40,40,40,40,0,0,0,0,240,33.65,3,1,2,3,3
1010,1,48,8,9,2,1,5,1,2,3,15,7,33,40,37,40,37,0,0,0,0,6,16.5,3,1,2,3,3
1012,1,24,0,9,2,1,2,1,1,3,21,2,8,37.5,37.5,37.5,37.5,0,0,0,0,240,25,1,1,2,2,8
1015,1,46,6,6,2,5,2,1,2,3,12,2,5,37.5,37.5,37.5,37.5,0,0,0,0,124,24.62,3,1,2,2,18
1016,1,35,5,9,1,1,5,1,2,3,7,2,9,40,40,40,40,0,0,0,0,45,26,3,1,3,3,5
1017,1,24,0,3,2,6,4,1,2,3,19,7,34,34,25,34,25,0,0,0,0,79,30,3,1,1,1,7
1018,1,35,0,3,2,1,5,1,2,3,10,7,33,37.5,37.5,37.5,37.5,0,0,0,0,6,17,3,1,2,2,2
1019,1,24,1,9,2,2,2,1,2,3,9,7,33,35,35,35,35,0,0,0,0,78,50,3,1,4,4,2
1020,1,10,0,9,2,2,4,1,1,3,15,7,31,37.5,37.5,37.5,37.5,0,0,0,0,240,51.28,3,1,2,4,2
1025,1,24,2,3,1,6,4,1,2,1,9,2,7,32.5,24,32.5,24,16,0,0,0,5,18,3,3,1,3,1
1027,1,35,0,5,2,2,5,1,2,3,12,2,8,37.5,43.5,37.5,43.5,0,6,0,6,89,33.33,3,1,4,4,3
1028,1,35,0,4,2,1,5,1,2,3,9,2,5,40,31.5,40,31.5,8.5,0,0,0,22,24.04,3,1,2,3,3
1036,1,59,0,9,2,1,6,1,1,3,16,5,22,30,30,30,30,0,0,0,0,240,42.5,3,3,1,1,4
1037,1,59,9,10,2,1,6,1,1,2,5,1,2,37.5,37.5,37.5,37.5,0,0,0,0,84,87.18,3,1,4,4,8
1040,1,48,0,3,2,1,4,1,1,3,16,1,2,42.5,42.5,42.5,42.5,0,0,0,0,20,39.49,3,1,1,4,3
1042,1,13,0,7,1,1,6,1,1,3,17,4,14,40,40,40,40,0,0,0,0,165,48.08,1,1,4,4,3
1044,1,24,0,5,1,1,4,1,2,3,20,8,35,32,32,32,32,0,0,0,0,14,28,3,1,3,3,6
1045,1,35,0,3,1,6,4,1,2,3,6,8,35,50,60,50,60,0,10,0,10,23,48.21,1,1,3,4,1
1051,1,35,0,8,2,1,4,1,1,3,16,2,8,35,28,35,28,7,0,0,0,240,30.95,1,1,4,4,2
1055,1,11,0,10,2,4,5,1,2,3,17,4,18,33,32,33,32,0,0,0,0,102,26,3,1,1,1,15
1057,1,35,4,3,2,1,5,2,2,3,17,4,17,35,35,43,42,0,0,0,0,23,22,3,1,1,1,3
1059,1,47,0,4,1,1,5,1,1,3,17,4,18,40,40,40,40,0,0,0,0,107,30,3,1,1,4,3
1060,1,24,1,9,2,6,4,1,1,3,21,2,8,35,35,35,35,0,0,0,0,240,26,1,1,3,4,1
1069,1,59,0,5,1,6,2,1,2,3,10,7,33,70,84,70,84,0,14,0,14,25,21.4,3,1,3,4,2
1071,1,35,0,9,1,1,4,1,1,2,16,5,20,40,40,40,40,0,0,0,0,240,57.69,1,1,3,4,5
1074,1,24,0,5,1,2,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,16,39.67,1,1,1,1,3
1075,1,46,0,8,2,1,5,1,2,3,9,7,33,40,40,40,40,0,0,0,0,176,48.56,3,1,3,4,3
1077,1,12,0,3,2,6,5,1,1,2,21,3,10,37.5,37.5,37.5,37.5,0,0,0,0,19,37.84,1,3,3,4,1
1083,1,59,0,7,1,1,5,1,2,1,8,1,4,40,40,40,40,0,0,0,0,3,62.5,3,1,2,2,6
1084,1,48,7,6,2,5,4,1,2,3,4,2,7,40,40,40,40,0,0,0,0,2,30.29,3,1,2,3,14
1085,1,35,4,5,1,2,5,1,2,2,14,2,5,40,37.5,40,37.5,2.5,0,0,0,115,47.12,3,1,3,4,5
1086,1,24,2,9,1,6,0,1,2,2,19,7,31,35,35,35,35,0,0,0,0,135,13.74,3,1,1,1,2
1088,1,12,0,9,1,1,3,1,2,3,14,3,13,40,52,40,52,0,0,12,12,167,28.85,3,1,1,1,2
1092,1,24,0,2,1,6,4,1,2,3,10,8,35,40,40,40,40,0,0,0,0,37,31,1,1,2,2,1
1097,1,35,4,7,1,1,4,2,2,3,9,7,31,40,40,43,42,0,0,0,0,35,50.48,3,1,1,1,3
1098,1,59,0,4,1,1,2,1,2,3,20,8,35,40,40,40,40,0,0,0,0,99,35,3,1,1,1,6
1099,1,46,6,6,1,1,2,1,2,3,19,7,32,40,40,40,40,0,0,0,0,3,15.5,3,1,1,1,3
1102,1,24,0,3,1,2,4,1,2,3,11,8,36,42,44,42,44,0,2,0,2,5,29,3,1,2,2,3
1107,1,24,2,9,2,2,4,1,1,3,17,4,18,37,53,37,53,0,16,0,16,240,26.4,1,1,3,4,4
1108,1,59,0,2,2,2,4,1,2,3,18,6,30,32,32,32,32,0,0,0,0,44,20,3,1,1,3,4
1111,1,59,0,8,1,1,2,1,1,3,5,10,41,38,38,38,38,0,0,0,0,3,41.61,1,1,2,4,2
1113,1,46,0,8,1,1,2,1,2,3,4,9,39,54,36,54,36,0,0,0,0,7,38.4,1,1,4,4,4
1114,1,24,2,7,1,2,1,1,2,3,9,8,38,40,40,40,40,0,0,0,0,31,24,3,1,1,1,5
1119,1,46,0,4,2,1,2,1,2,3,20,2,8,37.5,37.5,37.5,37.5,0,0,0,0,15,21,3,1,1,4,2
1120,1,35,0,12,1,1,4,1,2,3,14,3,12,40,40,40,40,0,0,0,0,215,58.17,3,1,4,4,2
1121,1,10,0,7,1,2,4,1,2,3,9,7,34,40,16,40,16,24,0,0,0,77,24,1,1,2,4,2
1123,1,35,3,1,2,2,2,1,2,3,10,7,33,30,20,30,20,0,0,0,0,13,16.55,3,1,1,2,2
1124,1,24,0,4,2,6,0,1,2,3,10,10,42,40,40,40,40,0,0,0,0,12,23,3,1,2,2,14
1125,1,47,0,10,1,5,1,1,2,3,10,8,36,40,40,40,40,0,0,0,0,46,24.86,3,1,2,4,1
1126,1,35,0,4,2,1,2,1,2,3,10,2,6,40,40,40,40,0,0,0,0,91,27,3,1,2,3,3
1127,1,48,0,4,1,1,4,1,2,2,4,8,35,40,50,40,50,0,10,0,10,8,22.5,3,1,2,3,3
1131,1,35,3,6,2,1,6,1,2,1,15,2,7,40,40,40,40,0,0,0,0,18,18,3,3,3,4,3
1134,1,12,0,3,2,6,5,1,1,3,17,4,16,36,36,36,36,0,0,0,0,46,43,1,4,4,4,7
1137,1,24,0,1,1,6,3,1,2,3,20,7,33,35,35,35,35,0,0,0,0,58,18,3,4,1,1,4
1139,1,59,0,8,2,1,4,1,1,3,21,2,9,35,35,35,35,0,0,0,0,13,30,1,1,2,3,4
1144,1,35,5,8,2,5,2,1,2,3,12,7,32,37.5,52.5,37.5,52.5,0,0,15,15,240,30.77,3,1,2,4,15
1147,1,24,0,6,1,2,4,1,2,3,8,10,41,40,40,40,40,0,0,0,0,107,50,1,1,2,4,2
1149,1,35,0,10,2,1,2,1,2,2,17,2,9,40,40,40,40,0,0,0,0,219,26.8,3,1,2,2,2
1150,1,24,2,8,2,2,6,1,1,2,16,5,20,32.5,47.5,32.5,47.5,0,0,15,15,140,53.25,1,1,4,4,3
1151,1,59,0,9,2,6,2,1,2,3,12,7,32,32,32,32,32,0,0,0,0,63,36.06,3,1,2,4,1
1152,1,59,9,9,1,6,4,1,2,2,19,7,33,40,42,40,42,0,2,0,2,240,16,3,1,1,1,11
1154,1,48,7,8,2,3,2,1,2,3,14,3,13,40,36,40,36,4,0,0,0,2,20.19,3,1,4,4,1
1158,1,13,0,6,1,1,5,1,2,1,14,2,6,40,40,40,40,0,0,0,0,3,49.52,3,1,1,1,6
